,course_level,course_rating,course_title,course_type,link,skills
203,intermediate,4.6,getting started with google kubernetes engine,['course'],httpswwwcourseraorglearngooglekubernetesengine,continuous delivery kubernetes google cloud platform jenkins software
204,advanced,4.5,data warehousing for business intelligence,['specialization'],httpswwwcourseraorgspecializationsdatawarehousing,pentaho data visualization dataviz data warehouse sql
205,beginner,4.7,project launch,['course'],httpswwwcourseraorglearnprojectmanagement,project management scope project management communication work breakdown structure
206,beginner,4.7,engineering project management,['specialization'],httpswwwcourseraorgspecializationsengineeringprojectmanagement,planning schedule earned value management evmt project management procurement
207,beginner,4.4,introduction to computer science and programming,['specialization'],httpswwwcourseraorgspecializationsintroductioncomputerscienceprogramming,computer graphics cg problem solving mathematics javascript computer programming
208,mixed,4.8,primeros auxilios psicológicos pap,['course'],httpswwwcourseraorglearnpap,primeros auxilios psicológicos pap
209,beginner,4.5,investment and portfolio management,['specialization'],httpswwwcourseraorgspecializationsinvestmentportoliomanagement,performance attribution behavioral finance financial markets behavioral economics
210,mixed,4.6,fundamentals of quantitative modeling,['course'],httpswwwcourseraorglearnwhartonquantitativemodeling,modeling linear regression probabilistic models regression analysis
211,beginner,4.8,python basics,['course'],httpswwwcourseraorglearnpythonbasics,python basics
212,beginner,4.9,practical data science with matlab,['specialization'],httpswwwcourseraorgspecializationspracticaldatasciencematlab,practical data science with matlab
213,beginner,4.8,foundations of management,['specialization'],httpswwwcourseraorgspecializationsfoundationsmanagement,accounting leadership finance marketing
214,mixed,4.8,introduction to negotiation a strategic playbook for becoming a principled and persuasive negotiator,['course'],httpswwwcourseraorglearnnegotiation,game theory negotiation collaboration principled negotiation
215,intermediate,4.6,clinical data science,['specialization'],httpswwwcourseraorgspecializationsclinicaldatascience,implementation science clinical text mining r programming computational phenotyping data quality assessment
216,beginner,4.7,introduction to scripting in python,['specialization'],httpswwwcourseraorgspecializationsintroductionscriptinginpython,codeskulptor data analysis python programming data visualization dataviz
217,intermediate,4.7,game design and development,['specialization'],httpswwwcourseraorgspecializationsgamedevelopment,video game development video game design unity user interface game design
218,beginner,4.8,pricing strategy optimization,['specialization'],httpswwwcourseraorgspecializationsuvadardenbcgpricingstrategy,costbased pricing pricing strategies marketbased pricing customer valuebased pricing strategic management
219,beginner,4.9,tesol certificate part 2 teach english now,['specialization'],httpswwwcourseraorgspecializationstesolcertificate2,teaching english language lesson plan speech
220,mixed,4.6,fundamentals of quantitative modeling,['course'],httpswwwcourseraorglearnwhartonquantitativemodeling,modeling linear regression probabilistic models regression analysis
221,beginner,4.8,python basics,['course'],httpswwwcourseraorglearnpythonbasics,python basics
222,beginner,4.9,practical data science with matlab,['specialization'],httpswwwcourseraorgspecializationspracticaldatasciencematlab,practical data science with matlab
223,beginner,4.8,foundations of management,['specialization'],httpswwwcourseraorgspecializationsfoundationsmanagement,accounting leadership finance marketing
224,mixed,4.8,introduction to negotiation a strategic playbook for becoming a principled and persuasive negotiator,['course'],httpswwwcourseraorglearnnegotiation,game theory negotiation collaboration principled negotiation
225,intermediate,4.6,clinical data science,['specialization'],httpswwwcourseraorgspecializationsclinicaldatascience,implementation science clinical text mining r programming computational phenotyping data quality assessment
226,beginner,4.7,introduction to scripting in python,['specialization'],httpswwwcourseraorgspecializationsintroductionscriptinginpython,codeskulptor data analysis python programming data visualization dataviz
227,intermediate,4.7,game design and development,['specialization'],httpswwwcourseraorgspecializationsgamedevelopment,video game development video game design unity user interface game design
228,beginner,4.8,pricing strategy optimization,['specialization'],httpswwwcourseraorgspecializationsuvadardenbcgpricingstrategy,costbased pricing pricing strategies marketbased pricing customer valuebased pricing strategic management
229,beginner,4.9,tesol certificate part 2 teach english now,['specialization'],httpswwwcourseraorgspecializationstesolcertificate2,teaching english language lesson plan speech
230,intermediate,4.7,machine learning with python,['course'],httpswwwcourseraorglearnmachinelearningwithpython,machine learning with python
231,mixed,4.7,initiating and planning projects,['course'],httpswwwcourseraorglearnprojectplanning,project management project planning project planning
232,intermediate,4.4,cloud computing,['specialization'],httpswwwcourseraorgspecializationscloudcomputing,softwaredefined networking distributed computing big data cloud computing
233,mixed,4.8,using python to access web data,['course'],httpswwwcourseraorglearnpythonnetworkdata,json xml python programming web scraping
234,beginner,4.7,c programming for unity game development,['specialization'],httpswwwcourseraorgspecializationsprogrammingunitygamedevelopment,video game development c sharp c programming language unity user interface game programming
235,mixed,4.7,design and interpretation of clinical trials,['course'],httpswwwcourseraorglearnclinicaltrials,clinical research trial design clinical trial design clinical trial management
236,beginner,4.6,marketing mix implementation,['specialization'],httpswwwcourseraorgspecializationsmarketingmix,pricing communication product management marketing
237,intermediate,4.7,cad and digital manufacturing,['specialization'],httpswwwcourseraorgspecializationscaddesigndigitalmanufacturing,computeraided design cad autodesk manufacturing processes sustainable design
238,beginner,4.7,databases and sql for data science,['course'],httpswwwcourseraorglearnsqldatascience,cloud databases python programming ipython relational database management system rdbms sql
239,beginner,4.7,agile with atlassian jira,['course'],httpswwwcourseraorglearnagileatlassianjira,agile with atlassian jira
240,intermediate,4.5,cybersecurity,['specialization'],httpswwwcourseraorgspecializationscybersecurity,software testing cryptography usability penetration test
241,intermediate,4.4,data mining,['specialization'],httpswwwcourseraorgspecializationsdatamining,data clustering algorithms text mining data visualization dataviz data mining
242,intermediate,4.5,cybersecurity,['specialization'],httpswwwcourseraorgspecializationscybersecurity,software testing cryptography usability penetration test
